time,group,activity
300,yw.shi,0.15370059656972412
310,yw.shi,0.28997483221476494
320,yw.shi,0.5157724823485692
330,yw.shi,0.5984549776286353
340,yw.shi,0.6568442393736014
350,yw.shi,0.6618496841322925
360,yw.shi,0.6704162005965694
370,yw.shi,0.6893176733780757
380,yw.shi,0.6827573392790779
390,yw.shi,0.6899818232662187
400,yw.shi,0.6943213489409137
410,yw.shi,0.7294160141685309
420,yw.shi,0.723545861297539
430,yw.shi,0.7483602749907099
440,yw.shi,0.7439480797912005
450,yw.shi,0.750901845637584
460,yw.shi,0.7463210702341139
470,yw.shi,0.7401527104392216
480,yw.shi,0.7339179551400519
490,yw.shi,0.7226074081140461
500,yw.shi,0.7212824285026647
510,yw.shi,0.7621612224936927
520,yw.shi,0.7419466750341057
530,yw.shi,0.7409984484074428
540,yw.shi,0.7340494212001725
550,yw.shi,0.7516848434004473
560,yw.shi,0.7495902480054072
570,yw.shi,0.7384309009774066
580,yw.shi,0.7342887770320654
590,yw.shi,0.7401855146037373
600,yw.shi,0.7298494671525019
610,yw.shi,0.733243642118022
620,yw.shi,0.7356427418389411
630,yw.shi,0.7201159361056864
640,yw.shi,0.7308198983561909
650,yw.shi,0.7279665361670392
660,yw.shi,0.7304925659481392
670,yw.shi,0.7368248608336512
680,yw.shi,0.7232871923937358
690,yw.shi,0.7230691994069216
700,yw.shi,0.705127784262231
710,yw.shi,0.7151209038829405
720,yw.shi,0.7251304996271438
730,yw.shi,0.7240640408370931
740,yw.shi,0.7136854313658005
750,yw.shi,0.7096826062639816
760,yw.shi,0.7044667596936343
770,yw.shi,0.7058981326644367
780,yw.shi,0.6722268673355625
790,yw.shi,0.6939420302954978
800,yw.shi,0.709963892816971
810,yw.shi,0.6839371980676326
820,yw.shi,0.677407252050708
830,yw.shi,0.6807862602535416
840,yw.shi,0.6874372909698991
850,yw.shi,0.6809633668903801
860,yw.shi,0.6777824384787468
870,yw.shi,0.6510753437383867
880,yw.shi,0.6663404175988064
890,yw.shi,0.6760906040268451
900,yw.shi,0.66962187062767
300,yw.109B,0.11388489400234375
310,yw.109B,0.2834575077234473
320,yw.109B,0.626813584965759
330,yw.109B,0.7381428438265689
340,yw.109B,0.750375519335251
350,yw.109B,0.7140863062058711
360,yw.109B,0.7387600537978058
370,yw.109B,0.7623198971982533
380,yw.109B,0.7595881775229603
390,yw.109B,0.7633728827101314
400,yw.109B,0.7764685194033026
410,yw.109B,0.7860458612975397
420,yw.109B,0.773337461382764
430,yw.109B,0.7832500530870103
440,yw.109B,0.7718490332374566
450,yw.109B,0.771530441035475
460,yw.109B,0.7906938472155871
470,yw.109B,0.782766925670705
480,yw.109B,0.7844685524936115
490,yw.109B,0.7839132198411458
500,yw.109B,0.7945329810618333
510,yw.109B,0.7762675987836479
520,yw.109B,0.7690590926557157
530,yw.109B,0.7721106303886436
540,yw.109B,0.780154698529918
550,yw.109B,0.7614906253329076
560,yw.109B,0.7703549367623272
570,yw.109B,0.7570941112878306
580,yw.109B,0.7720101603281138
590,yw.109B,0.7617134482578021
600,yw.109B,0.7633599293907147
610,yw.109B,0.7531878070094806
620,yw.109B,0.7458260338695121
630,yw.109B,0.7320777843602104
640,yw.109B,0.7551614223648808
650,yw.109B,0.747999227655268
660,yw.109B,0.7641390937103297
670,yw.109B,0.7556858993064131
680,yw.109B,0.7383206162778312
690,yw.109B,0.733296167972999
700,yw.109B,0.7425945202626705
710,yw.109B,0.7335002935373158
720,yw.109B,0.7372633029721958
730,yw.109B,0.7519762184893862
740,yw.109B,0.7379529419734044
750,yw.109B,0.7351579977628636
760,yw.109B,0.7369567099040762
770,yw.109B,0.75118527326271
780,yw.109B,0.7183896719222806
790,yw.109B,0.7113212764429206
800,yw.109B,0.7375440795870473
810,yw.109B,0.7250076312576311
820,yw.109B,0.726517058165548
830,yw.109B,0.7074637796953229
840,yw.109B,0.7140093300419386
850,yw.109B,0.7013446122296791
860,yw.109B,0.6983600990731864
870,yw.109B,0.6963605536975098
880,yw.109B,0.7116457600937462
890,yw.109B,0.6786233620965162
900,yw.109B,0.6692007775198243
300,shi.109B,0.12638422818791942
310,shi.109B,0.27811567859806097
320,shi.109B,0.6391350798959493
330,shi.109B,0.7226813012677105
340,shi.109B,0.7481869873228935
350,shi.109B,0.7544662764771463
360,shi.109B,0.7516382363907532
370,shi.109B,0.7452950223713647
380,shi.109B,0.7375812894834632
390,shi.109B,0.7606240678598064
400,shi.109B,0.7683992939427724
410,shi.109B,0.7632876584638333
420,shi.109B,0.7720684190902313
430,shi.109B,0.7732139539204759
440,shi.109B,0.7744010999254289
450,shi.109B,0.7806907158836693
460,shi.109B,0.7893324972129324
470,shi.109B,0.7974139656423729
480,shi.109B,0.7773363984846338
490,shi.109B,0.7758202599891763
500,shi.109B,0.7759778820901891
510,shi.109B,0.7758902113621988
520,shi.109B,0.7656814661848221
530,shi.109B,0.7775028042143963
540,shi.109B,0.7986488877291699
550,shi.109B,0.7795511744966446
560,shi.109B,0.7731840880239631
570,shi.109B,0.7620760087066261
580,shi.109B,0.7884554436987327
590,shi.109B,0.7721153378524988
600,shi.109B,0.773544286947045
610,shi.109B,0.7693165089822152
620,shi.109B,0.783261739354897
630,shi.109B,0.779260457428316
640,shi.109B,0.7728796382547843
650,shi.109B,0.7683445190156601
660,shi.109B,0.7703885637309551
670,shi.109B,0.767187122000005
680,shi.109B,0.769546979865772
690,shi.109B,0.7593827626390731
700,shi.109B,0.7499346644544707
710,shi.109B,0.7712597640905932
720,shi.109B,0.7754427665920955
730,shi.109B,0.7726429323197637
740,shi.109B,0.7577552193615809
750,shi.109B,0.7647301454138704
760,shi.109B,0.7612583986143224
770,shi.109B,0.7564990825121769
780,shi.109B,0.7642488851727982
790,shi.109B,0.7195865487462241
800,shi.109B,0.7529603478784612
810,shi.109B,0.7642186919360834
820,shi.109B,0.7499440715883668
830,shi.109B,0.7356030947054435
840,shi.109B,0.7216299702712747
850,shi.109B,0.7445143549589857
860,shi.109B,0.7283021066368378
870,shi.109B,0.7523666852471205
880,shi.109B,0.7297935309470543
890,shi.109B,0.7436824198359434
900,shi.109B,0.7337833247913125
