time,group,activity
10,yw.25B,0.16739373601789698
20,yw.25B,0.19424636465324385
30,yw.25B,0.18690109992542886
40,yw.25B,0.19062151616499434
50,yw.25B,0.17401892244593603
60,yw.25B,0.15717980984340077
70,yw.25B,0.1552025269416575
80,yw.25B,0.16268176733780765
90,yw.25B,0.14398396251237663
100,yw.25B,0.1683374734075054
110,yw.25B,0.14900494034302764
120,yw.25B,0.13813173541434426
130,yw.25B,0.14074850857568974
140,yw.25B,0.1571145600298286
150,yw.25B,0.1641048866592346
160,yw.25B,0.16699524608501137
170,yw.25B,0.16677852348993286
180,yw.25B,0.15676096246748422
190,yw.25B,0.14081142803877705
200,yw.25B,0.15213460104399706
210,yw.25B,0.13291527313266452
220,yw.25B,0.13730192020879958
230,yw.25B,0.15901338260271003
240,yw.25B,0.1435134265598229
250,yw.25B,0.14369407158836695
260,yw.25B,0.15055276848755111
270,yw.25B,0.14900027964205828
280,yw.25B,0.12620712155108138
290,yw.25B,0.14058435525826843
300,yw.25B,0.128369686800895
10,shi.25B,0.24456562266964973
20,shi.25B,0.24258049696388612
30,shi.25B,0.238195443166081
40,shi.25B,0.23172844667409875
50,shi.25B,0.23460237562586556
60,shi.25B,0.23736483967188676
70,shi.25B,0.21566664012316183
80,shi.25B,0.23374746990518802
90,shi.25B,0.23388154466630534
100,shi.25B,0.24425875236442052
110,shi.25B,0.2521698892084798
120,shi.25B,0.2347308488612837
130,shi.25B,0.23139681208053703
140,shi.25B,0.24603807126877603
150,shi.25B,0.24898106120932212
160,shi.25B,0.2244553638010015
170,shi.25B,0.23404575476723127
180,shi.25B,0.2120829351807614
190,shi.25B,0.22483321348673707
200,shi.25B,0.25223613774368814
210,shi.25B,0.24896214896214905
220,shi.25B,0.2608344652178546
230,shi.25B,0.22952069177539713
240,shi.25B,0.22939847808628816
250,shi.25B,0.21551380899115807
260,shi.25B,0.23020617667356807
270,shi.25B,0.22952021412591905
280,shi.25B,0.20144348567167375
290,shi.25B,0.1944706561554389
300,shi.25B,0.19610798178331743
10,yw.shi25B,0.14976463460104397
20,yw.shi25B,0.1336968680089486
30,yw.shi25B,0.1310029828486205
40,yw.shi25B,0.1387402452619844
50,yw.shi25B,0.15708193512304275
60,yw.shi25B,0.15260300149142428
70,yw.shi25B,0.14720596432552968
80,yw.shi25B,0.14171327367636108
90,yw.shi25B,0.14236091626575298
100,yw.shi25B,0.1350207720739528
110,yw.shi25B,0.1527801081282625
120,yw.shi25B,0.13933946488294321
130,yw.shi25B,0.12688292319164818
140,yw.shi25B,0.14707774049217018
150,yw.shi25B,0.14855072463768126
160,yw.shi25B,0.12971895973154374
170,yw.shi25B,0.1331935123042507
180,yw.shi25B,0.1174284652545523
190,yw.shi25B,0.12367636092468329
200,yw.shi25B,0.13059517151379574
210,yw.shi25B,0.14633965068747684
220,yw.shi25B,0.13860225577926927
230,yw.shi25B,0.14159569619337653
240,yw.shi25B,0.1227599720295593
250,yw.shi25B,0.14919835943325888
260,yw.shi25B,0.13631781865477519
270,yw.shi25B,0.14937313571961233
280,yw.shi25B,0.14313012677106648
290,yw.shi25B,0.13927211073950208
300,yw.shi25B,0.15439737136465334
