time,group,activity
900,yw.shi32B,0.6494128154454241
910,yw.shi32B,0.6486157718120803
920,yw.shi32B,0.6479001976284584
930,yw.shi32B,0.6519005773619861
940,yw.shi32B,0.6675777862347745
950,yw.shi32B,0.6625608087564602
960,yw.shi32B,0.6443868212324582
970,yw.shi32B,0.6722315436241607
980,yw.shi32B,0.6812214958954084
990,yw.shi32B,0.6595675716900544
1000,yw.shi32B,0.6611062385600975
1010,yw.shi32B,0.6503629522651256
1020,yw.shi32B,0.7009609517998779
1030,yw.shi32B,0.666418166564978
1040,yw.shi32B,0.6464031582292813
1050,yw.shi32B,0.641233878282499
1060,yw.shi32B,0.6551116850759391
1070,yw.shi32B,0.6782621002793523
1080,yw.shi32B,0.6315607840146424
1090,yw.shi32B,0.6247781915289674
1100,yw.shi32B,0.6343467509656957
1110,yw.shi32B,0.6226147803538734
1120,yw.shi32B,0.6285782152629975
1130,yw.shi32B,0.6301822757779132
1140,yw.shi32B,0.6110661989017689
1150,yw.shi32B,0.6389936150805712
1160,yw.shi32B,0.6262625150236396
1170,yw.shi32B,0.6230651579599269
1180,yw.shi32B,0.5868408537406564
900,shi.32B,0.6618938127090297
910,shi.32B,0.670155201342282
920,shi.32B,0.7161162207357858
930,shi.32B,0.6752919999774027
940,shi.32B,0.655417246526453
950,shi.32B,0.6857023411371237
960,shi.32B,0.6821098993288587
970,shi.32B,0.6674496644295302
980,shi.32B,0.6501045150501672
990,shi.32B,0.6608431208053686
1000,shi.32B,0.6650167785234897
1010,shi.32B,0.6691471571906349
1020,shi.32B,0.670532718120805
1030,shi.32B,0.6503984899328858
1040,shi.32B,0.6213476549347936
1050,shi.32B,0.6335522771654951
1060,shi.32B,0.6432413834706288
1070,shi.32B,0.6215042170770573
1080,shi.32B,0.6217911073825501
1090,shi.32B,0.6098270453666412
1100,shi.32B,0.6079888077708693
1110,shi.32B,0.6025167785234897
1120,shi.32B,0.6036162207357858
1130,shi.32B,0.6350251677852348
1140,shi.32B,0.629907718120805
1150,shi.32B,0.621070234113712
1160,shi.32B,0.62286165013131
1170,shi.32B,0.6061287905995375
1180,shi.32B,0.6079554892146075
900,yw.32B,0.6833077852099589
910,yw.32B,0.7131688105891123
920,yw.32B,0.7197185061315496
930,yw.32B,0.6975142928163063
940,yw.32B,0.7108660813823856
950,yw.32B,0.6861343366778143
960,yw.32B,0.7053504847129007
970,yw.32B,0.6946355331841902
980,yw.32B,0.687404775176514
990,yw.32B,0.6707937173750926
1000,yw.32B,0.6627936241610735
1010,yw.32B,0.6585377183203264
1020,yw.32B,0.6856963087248316
1030,yw.32B,0.6608524422073074
1040,yw.32B,0.6612971884282426
1050,yw.32B,0.6486707104092928
1060,yw.32B,0.6251502335650274
1070,yw.32B,0.6506678597437641
1080,yw.32B,0.6494220730797903
1090,yw.32B,0.6229133487285654
1100,yw.32B,0.6473738664676434
1110,yw.32B,0.6073522557792683
1120,yw.32B,0.6023132664437005
1130,yw.32B,0.6143829231916476
1140,yw.32B,0.6008645600298282
1150,yw.32B,0.6292247305834255
1160,yw.32B,0.6035645789220337
1170,yw.32B,0.5972250747582664
1180,yw.32B,0.5842024683321732
