Time Elapsed (sec),Replicate 1 Percent Group Activity,Replicate 2 Percent Group Activity,Replicate 3 Percent Group Activity,Replicate 4 Percent Group Activity,Replicate 5 Percent Group Activity,Replicate 6 Percent Group Activity,Replicate 7 Percent Group Activity,Replicate 8 Percent Group Activity
"(1040, 1050]",0.7208053691275166,0.7523489932885915,0.5765100671140936,0.6353467561521238,0.6849498327759197,0.5347826086956516,0.7237458193979925,0.615384615384615
"(1050, 1060]",0.6818791946308722,0.579194630872482,0.548993288590603,0.6935123042505574,0.7562289562289561,0.8026936026936039,0.6516778523489924,0.6302013422818792
"(1060, 1070]",0.6384615384615385,0.5682274247491628,0.6545150501672236,0.693422519509474,0.6220735785953168,0.7301003344481601,0.6,0.7523489932885898
"(1070, 1080]",0.6221476510067111,0.6614093959731533,0.5426174496644295,0.6752423564504079,0.6668896321070225,0.7147157190635443,0.4695652173913033,0.6963210702341124
"(1080, 1090]",0.6912751677852349,0.596979865771811,0.5718120805369109,0.5928411633109619,0.6697986577181202,0.6765100671140944,0.7117449664429524,0.6708053691275163
"(1090, 1100]",0.7016722408026764,0.6006688963210696,0.5692307692307692,0.642140468227423,0.7543624161073834,0.7271812080536906,0.6973154362416107,0.7053691275167792
"(1100, 1110]",0.5966442953020126,0.7030201342281879,0.6080536912751671,0.7431021625652473,0.6143812709030085,0.6424749163879583,0.6946488294314375,0.7374581939799331
"(1110, 1120]",0.6436241610738245,0.7298657718120807,0.567449664429529,0.6569724086502595,0.6453020134228178,0.6600671140939595,0.4657718120805362,0.6372483221476504
"(1120, 1130]",0.663879598662207,0.6093645484949833,0.5983277591973243,0.6031215161649925,0.7050335570469792,0.5570469798657722,0.603020134228187,0.6610738255033541
"(1130, 1140]",0.7342281879194633,0.6812080536912744,0.5916107382550334,0.6651752423564483,0.6933110367892968,0.6575250836120401,0.5695652173913051,0.7187290969899653
"(1140, 1150]",0.5826086956521741,0.6086956521739119,0.6812709030100316,0.7424749163879558,0.6798657718120796,0.7057046979865765,0.6302013422818783,0.774496644295302
"(1150, 1160]",0.658389261744966,0.47248322147650973,0.5090604026845644,0.6480238627889615,0.6511705685618728,0.6595317725752503,0.5672240802675581,0.6518394648829431
"(1160, 1170]",0.586241610738255,0.49331103678929716,0.5458193979933113,0.7027127461910048,0.6050335570469781,0.6080536912751675,0.5882550335570471,0.5090604026845631
"(1170, 1180]",0.5334448160535111,0.5355704697986577,0.4852348993288593,0.5853840417598793,0.6271812080536912,0.6681208053691264,0.6322147651006708,0.5187919463087243
"(1180, 1190]",0.5305369127516771,0.647651006711409,0.4728187919463091,0.6234153616703935,0.5625418060200668,0.6993311036789295,0.6688963210702331,0.6160535117056853
