Time Elapsed (sec),Replicate 1 Percent Group Activity,Replicate 2 Percent Group Activity,Replicate 3 Percent Group Activity,Replicate 4 Percent Group Activity,Replicate 5 Percent Group Activity,Replicate 6 Percent Group Activity,Replicate 7 Percent Group Activity,Replicate 8 Percent Group Activity
"(680, 690]",0.7406040268456365,0.8338926174496654,0.8369127516778546,0.7771812080536916,0.7806208053691275,0.7587621178225167,0.8174496644295314,0.7550335570469792
"(690, 700]",0.7903010033444827,0.8080267558528443,0.8449664429530218,0.7942953020134236,0.6446488294314381,0.693422519509474,0.7558528428093652,0.8063545150501679
"(700, 710]",0.7704697986577184,0.7822147651006727,0.8210702341137132,0.711705685618729,0.7411912751677853,0.6860551826994759,0.7865771812080549,0.7983221476510088
"(710, 720]",0.7929530201342276,0.8446308724832222,0.8261744966442965,0.7402684563758392,0.6879194630872483,0.7513049962714369,0.8604026845637595,0.7369127516778521
"(720, 730]",0.7535117056856182,0.758528428093646,0.7842809364548502,0.7374581939799337,0.6764214046822743,0.7580824972129289,0.866220735785956,0.7742474916387966
"(730, 740]",0.7442953020134218,0.7852348993288584,0.8204697986577192,0.8003355704697998,0.7072147651006712,0.7595078299776259,0.8208053691275164,0.771812080536913
"(740, 750]",0.826510067114096,0.8375838926174517,0.8325503355704716,0.7768456375838939,0.6128355704697986,0.7736763609246803,0.8080536912751695,0.7432885906040263
"(750, 760]",0.7588628762541806,0.8237458193979941,0.7795986622073584,0.7909698996655526,0.7470735785953178,0.7068004459308773,0.8662207357859555,0.8000000000000016
"(760, 770]",0.7187919463087252,0.808053691275168,0.7560402684563752,0.745637583892617,0.7000838926174496,0.7196122296793405,0.8305369127516796,0.8077181208053705
"(770, 780]",0.8013422818791958,0.7516778523489922,0.7761744966442947,0.7966442953020154,0.6216555183946488,0.7670011148271979,0.8739130434782634,0.7678929765886296
"(780, 790]",0.7819397993311039,0.7856187290969919,0.7585284280936453,0.7799331103678946,0.639261744966443,0.7445935868754637,0.8563758389261759,0.7936241610738269
"(790, 800]",0.8063758389261759,0.7848993288590612,0.7721476510067122,0.7453020134228192,0.5700503355704698,0.7516778523489897,0.8137583892617454,0.7577181208053695
"(800, 810]",0.7369127516778529,0.7919463087248331,0.8130872483221494,0.766442953020134,0.6726588628762542,0.7844667409884767,0.8451505016722427,0.8083612040133796
"(810, 820]",0.7812709030100355,0.8361204013377938,0.7966555183946491,0.8107023411371239,0.6547818791946308,0.7636092468307211,0.7281879194630881,0.8080536912751679
"(820, 830]",0.8432885906040283,0.8023489932885899,0.7597315436241617,0.688926174496644,0.7491610738255033,0.7184936614466786,0.8335570469798671,0.7479865771812091
"(830, 840]",0.7595317725752503,0.7486577181208037,0.738590604026845,0.6845637583892618,0.7663043478260869,0.6291341508732796,0.8591973244147177,0.7973244147157202
"(840, 850]",0.8053691275167794,0.7565217391304365,0.6996655518394652,0.6909698996655511,0.7067953020134228,0.601789709172259,0.7298657718120809,0.8171140939597328
"(850, 860]",0.8271812080536927,0.8026845637583907,0.7630872483221487,0.7419463087248324,0.5725671140939598,0.7106636838180437,0.8120805369127537,0.7268456375838919
"(860, 870]",0.8244147157190643,0.7765886287625416,0.7889632107023425,0.6481605351170562,0.6325250836120402,0.6733556298773672,0.7066889632107011,0.7953177257525089
"(870, 880]",0.7815436241610755,0.7788590604026843,0.8134228187919479,0.6439597315436244,0.6833053691275168,0.6782252050708388,0.7640939597315449,0.7228187919463082
"(880, 890]",0.7251677852348982,0.7724832214765103,0.8147651006711422,0.7412751677852355,0.652265100671141,0.6118568232662168,0.8395973154362437,0.7355704697986579
"(890, 900]",0.7836120401337793,0.7314381270903001,0.7906354515050187,0.6765886287625412,0.617056856187291,0.6413972500929005,0.7869565217391303,0.680936454849499
"(900, 910]",0.8127516778523494,0.7077181208053676,0.7526845637583879,0.7536912751677858,0.7651006711409396,0.5749440715883661,0.8385906040268482,0.7493288590604034
"(910, 920]",0.7691275167785239,0.7953020134228209,0.8714765100671158,0.8003355704697992,0.7198996655518395,0.5533259011519872,0.8010033444816069,0.754180602006689
"(920, 930]",0.7113712374581935,0.856856187290971,0.8451505016722427,0.8287625418060218,0.7239932885906041,0.552945563012676,0.8342281879194648,0.8218120805369143
"(930, 940]",0.7392617449664424,0.8577181208053712,0.859395973154365,0.7771812080536912,0.8032718120805369,0.5659955257270682,0.8261744966442974,0.7194630872483216
"(940, 950]",0.7439597315436246,0.7362416107382551,0.8697986577181225,0.7701342281879209,0.7545986622073578,0.5120772946859897,0.7381270903010029,0.7167224080267554
"(950, 960]",0.7287625418060192,0.7488294314381265,0.8026755852842815,0.7591973244147151,0.7831375838926175,0.5790454884414608,0.7204697986577193,0.7751677852349006
"(960, 970]",0.6781879194630849,0.7184563758389255,0.7979865771812086,0.7429530201342275,0.6933724832214765,0.5454884414615953,0.803691275167786,0.7701342281879209
"(970, 980]",0.736241610738255,0.8268456375838943,0.776174496644296,0.7399328859060398,0.7236622073578596,0.5789669267930126,0.7458193979933122,0.7989966555183959
"(980, 990]",0.7237458193979918,0.7732441471571913,0.8000000000000009,0.6722408026755861,0.7265100671140939,0.5223713646532434,0.8006711409395987,0.8194630872483244
"(990, 1000]",0.7248322147651006,0.7832214765100664,0.7550335570469794,0.746308724832215,0.7315436241610739,0.6413124533929884,0.7778523489932875,0.7348993288590601
