time_elapsed,replicate_1,replicate_2,replicate_3,replicate_4,replicate_5,replicate_6,replicate_7,replicate_8,replicate_9,replicate_10,replicate_11,replicate_12,replicate_13,replicate_14,replicate_15,replicate_16
"(730, 740]",0.6399328859060396,0.6731543624161077,0.5795302013422817,0.5755033557046968,0.7557046979865777,0.7117449664429524,0.7724832214765124,0.6691275167785228,0.648322147651006,0.6436241610738248,0.6793776693105523,0.706711409395973,0.7528428093645482,0.6070774862721157,0.740133779264214,0.7374581939799331
"(740, 750]",0.6681208053691269,0.6466442953020123,0.6503355704697978,0.5513422818791942,0.7682274247491641,0.7173913043478259,0.7449664429530194,0.6869127516778517,0.6506711409395968,0.7090604026845624,0.7199511897498451,0.6023489932885894,0.7261744966442961,0.6046369737644891,0.7221476510067109,0.7251677852348989
"(750, 760]",0.687959866220735,0.6638795986622078,0.6337792642140465,0.6337792642140458,0.7536912751677861,0.7020134228187919,0.7642140468227425,0.6933110367892973,0.6816053511705689,0.7307692307692302,0.7072058376406175,0.6234113712374578,0.6779264214046822,0.61898852001241,0.7170568561872913,0.7441471571906348
"(760, 770]",0.6197986577181201,0.6624161073825494,0.5825503355704699,0.5644295302013412,0.6704697986577172,0.7499999999999997,0.7204697986577183,0.7006711409395964,0.6100671140939595,0.6503355704697974,0.7165954850518585,0.6912751677852348,0.6302013422818786,0.6278218425869415,0.6510067114093946,0.7093959731543629
"(770, 780]",0.5729096989966557,0.6939799331103682,0.6167224080267552,0.6284280936454848,0.6066889632107012,0.7364548494983276,0.7785953177257514,0.6966555183946482,0.6040133779264207,0.6397993311036785,0.7646701124961962,0.6133779264214044,0.7033444816053511,0.5667376102158721,0.6622073578595317,0.6839464882943127
"(780, 790]",0.6714765100671124,0.6674496644295297,0.6657718120805365,0.6164429530201339,0.7197986577181212,0.7489932885906039,0.7211409395973155,0.6607382550335567,0.6845637583892604,0.5993288590604031,0.7089688834655249,0.5402684563758381,0.7060606060606055,0.5753508236729725,0.7235690235690233,0.7319865319865305
"(790, 800]",0.5922818791946303,0.6788590604026847,0.6164429530201339,0.6687919463087242,0.7184563758389263,0.6755033557046967,0.6922818791946298,0.7926174496644307,0.6610738255033553,0.6593959731543606,0.749542403904816,0.6305369127516772,0.669565217391304,0.6037217815741304,0.6846153846153843,0.7096989966555182
"(800, 810]",0.5969899665551834,0.7040133779264208,0.6809364548494983,0.5839464882943142,0.6682274247491631,0.7602006688963214,0.737792642140468,0.6926421404682268,0.6973244147157185,0.6735785953177247,0.7242322894496783,0.6351170568561871,0.6043624161073817,0.5977500760109445,0.7050167224080263,0.6588628762541789
"(810, 820]",0.6325503355704698,0.6708053691275179,0.6295302013422808,0.5791946308724834,0.6916107382550316,0.6929530201342273,0.7070469798657715,0.6865771812080538,0.6489932885906035,0.7060402684563759,0.7422208663819372,0.6077181208053689,0.6471571906354505,0.5530811470408792,0.6909395973154363,0.7244966442953016
"(820, 830]",0.6345637583892615,0.6409395973154359,0.6251677852348991,0.6338926174496632,0.5835570469798649,0.712080536912751,0.8053691275167796,0.6993288590604033,0.6969798657718116,0.6852348993288591,0.6824283099450865,0.6402684563758381,0.5741610738255033,0.6165739022881873,0.6859060402684549,0.596979865771811
"(830, 840]",0.6678929765886293,0.6267558528428094,0.6391304347826078,0.5190635451505021,0.5866220735785946,0.6414715719063542,0.6983277591973235,0.6752508361204009,0.5943143812709029,0.7408026755852841,0.6552143508665241,0.6123745819397988,0.6630872483221479,0.6433566433566414,0.61371237458194,0.690969899665551
"(840, 850]",0.5832214765100663,0.6516778523489924,0.6117449664429516,0.5949664429530193,0.656375838926174,0.6291946308724837,0.765100671140939,0.6570469798657709,0.5936241610738251,0.7046979865771815,0.7138499084807782,0.654362416107382,0.681605351170568,0.5588773642464924,0.6193220338983049,0.7328813559322033
"(850, 860]",0.636241610738255,0.671140939597315,0.559731543624161,0.6510067114093959,0.6117449664429527,0.7090604026845638,0.764765100671141,0.750000000000001,0.6597315436241604,0.6228187919463082,0.6891397193410586,0.5231543624161074,0.5845637583892609,0.5872483221476495,0.6738983050847455,0.686440677966101
"(860, 870]",0.5999999999999994,0.6612040133779263,0.6113712374581932,0.5812709030100331,0.6571906354515042,0.6642140468227422,0.7842809364548499,0.6461538461538452,0.5387959866220735,0.6558528428093637,0.6248099726360589,0.6538461538461523,0.6695652173913027,0.5445424141076302,0.7076923076923073,0.7411371237458193
"(870, 880]",0.6382550335570466,0.6439597315436237,0.6751677852348994,0.5335570469798657,0.6308724832214757,0.7157718120805365,0.7714765100671147,0.5845637583892611,0.6684563758389263,0.6120805369127509,0.6851738865161671,0.5640939597315427,0.6966442953020129,0.45057962172056126,0.6590604026845628,0.6788590604026837
"(880, 890]",0.6137583892617448,0.6385906040268442,0.6755033557046974,0.6302013422818785,0.643288590604026,0.6748322147650997,0.730872483221477,0.6191275167785236,0.6070469798657713,0.6214765100671128,0.6571079926784604,0.6151006711409391,0.5999999999999993,0.5524710189139707,0.6550335570469792,0.6429530201342278
"(890, 900]",0.628428093645485,0.5578595317725749,0.5933110367892981,0.47123745819398033,0.5889632107023404,0.6729096989966555,0.7635451505016734,0.6729096989966565,0.7515050167224082,0.8130434782608709,0.7519002736394005,0.6852842809364555,0.5782608695652173,0.5995743387047726,0.6418060200668889,0.6200668896321063
