time_elapsed,replicate_1,replicate_2,replicate_3,replicate_4,replicate_5,replicate_6,replicate_7,replicate_8,replicate_9,replicate_10,replicate_11,replicate_12,time_elapsed.1,replicate_13,replicate_14,replicate_15
"(410, 420]",0.8338926174496656,0.7560402684563745,0.7964205816554772,0.7464882943143821,0.8190635451505031,0.7086584912671842,0.760869565217392,0.752173913043479,0.845302013422821,0.72742474916388,0.8375838926174503,0.6636838180462312,0.7369007803790392,0.806020066889633,0.7032065622669619,0.5701342281879195
"(420, 430]",0.7665551839464884,0.8260869565217402,0.7447045707915246,0.7768456375838944,0.7560402684563758,0.8053691275167753,0.7365771812080526,0.8365771812080557,0.8565217391304369,0.7973154362416124,0.7906354515050177,0.7160906726124091,0.6897837434750161,0.767114093959732,0.6406540319583772,0.5588628762541794
"(430, 440]",0.7993288590604042,0.8201342281879213,0.7800149142430982,0.8010067114093959,0.7862416107382563,0.7882177479492889,0.7429530201342287,0.8513422818791961,0.8651006711409421,0.851342281879196,0.7785234899328856,0.7065622669649492,0.7680835197613695,0.6842281879194637,0.6756152125279616,0.5657718120805368
"(440, 450]",0.7357859531772586,0.7612040133779264,0.8052768487551065,0.7695652173913056,0.7862876254180607,0.8260869565217359,0.7207357859531763,0.8618729096989975,0.833779264214047,0.8234113712374588,0.8334448160535123,0.745076179858785,0.8019323671497557,0.8050167224080278,0.7205499814195442,0.4916387959866221
"(450, 460]",0.6906040268456365,0.8127516778523501,0.7162565249813551,0.766107382550336,0.7352348993288585,0.8717375093213995,0.7322147651006709,0.7946308724832217,0.8419463087248337,0.783221476510068,0.7775167785234908,0.656226696495151,0.712155108128259,0.7919463087248323,0.6771066368381778,0.5479865771812077
"(460, 470]",0.8150501672240803,0.6832775919732433,0.7491638795986584,0.7439597315436233,0.7063758389261738,0.8078781122259352,0.7483221476510076,0.8255033557046993,0.825083612040136,0.7838926174496651,0.7712374581939796,0.6804162021553302,0.6603493125232234,0.752013422818791,0.668153102935709,0.493979933110368
"(470, 480]",0.8003367003367016,0.8161616161616176,0.6845637583892594,0.7294314381270899,0.772575250836121,0.7926920208799365,0.7792642140468227,0.8742474916387977,0.8422818791946317,0.8003344481605364,0.7543624161073824,0.7278150633855306,0.7453392990305714,0.7809364548494991,0.6737509321401914,0.5476510067114084
"(480, 490]",0.7638795986622078,0.7528428093645486,0.6696495152870978,0.7865771812080552,0.7395973154362405,0.7479492915734508,0.7550335570469804,0.7382550335570485,0.8167785234899347,0.7899328859060423,0.8211409395973165,0.7140193885160293,0.6957494407158817,0.805704697986577,0.7017151379567449,0.5456375838926175
"(490, 500]",0.8006711409395986,0.7567114093959729,0.6295057599405415,0.7655518394648831,0.7127090301003338,0.7476774433296149,0.7782608695652184,0.7665551839464894,0.8725752508361219,0.8083612040133801,0.7846153846153842,0.6239316239316214,0.7298402081010749,0.7568561872909705,0.6633221850613128,0.5501672240802669
"(500, 510]",0.7658862876254194,0.7929765886287632,0.6633109619686781,0.7379194630872495,0.7291946308724837,0.7404921700223684,0.7835570469798674,0.8718120805369142,0.7681208053691279,0.7701342281879199,0.796644295302015,0.5249813571961232,0.739746457867261,0.7546979865771808,0.7293064876957471,0.5583892617449662
"(510, 520]",0.8030201342281889,0.6993288590604028,0.7289336316181921,0.7325503355704687,0.7593959731543624,0.7897091722595061,0.7419463087248307,0.8040268456375849,0.7731543624161075,0.7808724832214773,0.8107382550335579,0.5984340044742709,0.7311707680835171,0.794966442953022,0.6938851603281103,0.5288590604026846
"(520, 530]",0.7518394648829422,0.7083612040133777,0.634708286882198,0.6665551839464868,0.7491638795986625,0.8405797101449233,0.708695652173914,0.8230769230769253,0.7662207357859541,0.8123745819398001,0.7678929765886289,0.5971757710888145,0.7250092902266778,0.7421404682274253,0.647714604236342,0.4334448160535111
"(530, 540]",0.7466442953020134,0.7708053691275167,0.7371364653243823,0.6983221476510064,0.7543624161073844,0.77367636092468,0.7013422818791935,0.8151006711409409,0.8023489932885911,0.8083892617449678,0.7929530201342277,0.689410887397462,0.8102162565249783,0.7889261744966456,0.7207307979120027,0.5308724832214771
"(540, 550]",0.7607382550335573,0.7389261744966438,0.5950782997762849,0.8124161073825513,0.7577181208053689,0.7602535421327341,0.7416107382550334,0.8369127516778534,0.8161073825503372,0.725503355704697,0.8204697986577195,0.7677106636838145,0.6502609992542856,0.7731543624161081,0.6480238627889617,0.5872483221476498
"(550, 560]",0.8020066889632118,0.7361204013377926,0.8015607580824942,0.7408026755852847,0.6541806020066886,0.8186547751765108,0.8060200668896323,0.7993311036789307,0.8678929765886305,0.7722408026755866,0.7481605351170566,0.7242660720921561,0.701226309921959,0.8000000000000024,0.6763285024154561,0.5468227424749162
"(560, 570]",0.7681208053691284,0.7838926174496655,0.7252050708426518,0.7922818791946324,0.6463087248322144,0.8016405667412347,0.7791946308724835,0.8395973154362425,0.8325503355704703,0.8164429530201351,0.8003355704698,0.5197613721103652,0.7427293064876926,0.7486577181208047,0.5760626398210287,0.4731543624161073
"(570, 580]",0.7583892617449672,0.7446308724832218,0.6826994780014891,0.7614093959731546,0.7489932885906032,0.8460104399701682,0.7503355704697986,0.8781879194630887,0.7932885906040281,0.793288590604027,0.7580536912751686,0.6730052199850832,0.7084265473527196,0.7513422818791953,0.6547352721849354,0.5600671140939597
"(580, 590]",0.7605351170568563,0.7337792642140455,0.6937941285767346,0.7210702341137121,0.765217391304348,0.7328130806391645,0.8046822742474923,0.7307692307692316,0.823411371237459,0.8685618729097012,0.7434782608695653,0.5882571534745438,0.808621330360458,0.730434782608697,0.739130434782606,0.5026755852842804
"(590, 600]",0.703691275167785,0.7399328859060407,0.6528709917971642,0.8187919463087262,0.7211409395973148,0.8094705443698712,0.749328859060402,0.8023489932885897,0.8389261744966462,0.8577181208053707,0.7261744966442951,0.7166293810589078,0.6703952274422054,0.7244966442953023,0.6469052945563,0.5835570469798652
"(600, 610]",0.7404682274247504,0.6234113712374576,0.7606837606837585,0.7328859060402697,0.7593959731543626,0.7483221476510042,0.6922818791946301,0.8241610738255042,0.8627516778523515,0.8110738255033577,0.7359060402684567,0.6894108873974623,0.7770345596432521,0.7385906040268454,0.6666666666666647,0.5634228187919451
