Time Elapsed (sec),Replicate 1 Percent Group Activity,Replicate 2 Percent Group Activity,Replicate 3 Percent Group Activity,Replicate 4 Percent Group Activity,Replicate 5 Percent Group Activity,Replicate 6 Percent Group Activity,Replicate 7 Percent Group Activity,Replicate 8 Percent Group Activity,Replicate 9 Percent Group Activity,Replicate 10 Percent Group Activity,Replicate 11 Percent Group Activity,Replicate 12 Percent Group Activity
"(0, 10]",0.1852195423623997,0.15349369988545253,0.0675862068965517,0.06426332288401265,0.3620689655172416,0.217586206896552,0.19827586206896564,0.3275862068965518,0.40454884414615944,0.0026845637583892616,0.2775167785234901,0.2187919463087247
"(10, 20]",0.15506232897537262,0.21029082774049215,0.06822742474916389,0.03587716631194895,0.1986577181208058,0.27056856187290884,0.21070234113712366,0.4003344481605349,0.40790454884414595,0.012751677852348998,0.2489932885906044,0.22114093959731546
"(20, 30]",0.21507016473459456,0.10234899328859064,0.10436241610738284,0.047589993898718805,0.27348993288590634,0.09463087248322148,0.19429530201342318,0.3275167785234894,0.3754660700969424,0.043959731543624085,0.32885906040268426,0.11778523489932896
"(30, 40]",0.18212222560048677,0.09782608695652156,0.16354515050167212,0.056856187290969924,0.26722408026755884,0.1906354515050172,0.15719063545150544,0.306020066889632,0.3890746934225202,0.09799331103678946,0.42040133779264227,0.17324414715719114
"(40, 50]",0.25381330079316683,0.04893736017897093,0.1261744966442959,0.11195851128737047,0.1107382550335573,0.0781879194630874,0.21241610738255035,0.2838926174496648,0.3870246085011182,0.10100671140939613,0.42147651006711395,0.14026845637583912
"(50, 60]",0.21415497254423485,0.14848993288590612,0.24697986577181144,0.06833435021354492,0.25100671140939607,0.03993288590604022,0.16308724832214821,0.3181208053691272,0.5585384041759885,0.1697986577181213,0.42348993288590603,0.25335570469798707
"(60, 70]",0.19215567041654077,0.17335562987736905,0.17558528428093712,0.07053815749467922,0.2464882943143807,0.21337792642140468,0.16622073578595373,0.28795986622073577,0.4299516908212557,0.19431438127090309,0.3836120401337794,0.3023411371237451
"(70, 80]",0.10982306284319714,0.1563199105145413,0.19798657718120855,0.1189749847467971,0.18154362416107409,0.1409395973154367,0.16409395973154395,0.19563758389261784,0.4664429530201348,0.1711409395973161,0.34127516778523526,0.20436241610738293
"(80, 90]",0.16412446613788936,0.24554069119286545,0.12651006711409427,0.10768761439902404,0.17483221476510102,0.1513422818791945,0.18523489932885917,0.2161073825503358,0.5061315496098105,0.0802013422818793,0.4238255033557051,0.10503355704697996
"(90, 100]",0.32532684706597736,0.22427293064876952,0.09130434782608707,0.04134995439343273,0.22474916387959842,0.2023411371237465,0.15284280936454847,0.18260869565217427,0.4306487695749441,0.08494983277591996,0.4020066889632101,0.19933110367893042
"(100, 110]",0.2830994508846855,0.11605145413870253,0.08523489932885911,0.059487492373398516,0.303355704697986,0.172147651006712,0.16476510067114095,0.29731543624161055,0.44854586129753904,0.08557046979865789,0.39060402684563794,0.228859060402685
