Time Elapsed (sec),Replicate 1 Percent Group Activity,Replicate 2 Percent Group Activity,Replicate 3 Percent Group Activity,Replicate 4 Percent Group Activity,Replicate 5 Percent Group Activity,Replicate 6 Percent Group Activity,Replicate 7 Percent Group Activity,Replicate 8 Percent Group Activity,Replicate 9 Percent Group Activity,Replicate 10 Percent Group Activity,Replicate 11 Percent Group Activity,Replicate 12 Percent Group Activity
"(0, 10]",0.07142857142857141,0.05011454753722807,0.05748203686348028,0.026259946949602115,0.05551724137931025,0.2272413793103448,0.052664576802507905,0.188275862068966,0.1140939597315437,0.22080536912751705,0.34472239170225716,0.052348993288590516
"(10, 20]",0.021404682274247477,0.0002796420581655481,0.050640634533252016,0.021867764342680715,0.09731543624161096,0.21471571906354536,0.051687442991790816,0.261538461538462,0.09161073825503385,0.15805369127516838,0.3288590604026843,0.04060402684563751
"(20, 30]",0.004026845637583892,0.0016778523489932883,0.011592434411226352,0.0023231801755291687,0.12617449664429553,0.2107382550335576,0.08145210494203778,0.09932885906040285,0.08087248322147648,0.10134228187919486,0.20286760219646138,0.06375838926174489
"(30, 40]",0.013377926421404689,0.013656633221850616,0.02158710854363027,0.00926164136866478,0.07826086956521741,0.13578595317725775,0.020674977196716314,0.24147157190635465,0.037123745819397924,0.16321070234113727,0.14381270903010035,0.11404682274247521
"(40, 50]",0.012416107382550343,0.015380313199105142,0.04606467358145219,0.0,0.054362416107382475,0.13187919463087258,0.07565588773642482,0.19697986577181262,0.011409395973154369,0.18557046979865807,0.13117754728493006,0.09295302013422854
"(50, 60]",0.07248322147651001,0.0025167785234899327,0.030506406345332505,0.01342281879194632,0.086577181208054,0.13389261744966505,0.08785845027455767,0.13221476510067146,0.01644295302013423,0.18187919463087318,0.2586943258084197,0.08791946308724824
"(60, 70]",0.06020066889632101,0.025083612040133766,0.047430830039525855,0.0007718034473887317,0.06755852842809366,0.2040133779264219,0.05229553055640017,0.32508361204013414,0.01939799331103678,0.12140468227424793,0.32684706597750046,0.052508361204013275
"(70, 80]",0.0010067114093959733,0.05676733780760635,0.08114704087858456,0.0,0.049664429530201275,0.23590604026845652,0.011897498474679677,0.18993288590604057,0.043624161073825427,0.1251677852348996,0.28248932275777955,0.13489932885906067
"(80, 90]",0.05469798657718116,0.058528428093645425,0.1295226512617823,0.0,0.07348993288590613,0.09899328859060436,0.03660768761439904,0.229530201342282,0.013043478260869573,0.15201342281879238,0.2821842586943256,0.05503355704697978
"(90, 100]",0.04013377926421397,0.08836689038031303,0.027455765710799256,0.04116285052739896,0.04381270903010028,0.14983277591973285,0.05807236242018858,0.3220735785953174,0.013422818791946315,0.049498327759197255,0.2426269382791129,0.10000000000000009
