Time Elapsed (sec),Replicate 1 Percent Group Activity,Replicate 2 Percent Group Activity,Replicate 3 Percent Group Activity,Replicate 4 Percent Group Activity,Replicate 5 Percent Group Activity,Replicate 6 Percent Group Activity,Replicate 7 Percent Group Activity,Replicate 8 Percent Group Activity,Replicate 9 Percent Group Activity,Replicate 10 Percent Group Activity,Replicate 11 Percent Group Activity,Replicate 12 Percent Group Activity
"(0, 10]",0.02885906040268455,0.15939597315436282,0.1304530201342282,0.19127516778523532,0.014948139109212928,0.0838926174496647,0.11014582686937643,0.014093959731543627,0.1734899328859066,0.16208053691275237,0.10335570469798666,0.0661073825503355
"(10, 20]",0.012751677852348998,0.16375838926174535,0.05620805369127517,0.2104026845637584,0.010677242220866377,0.025167785234899317,0.12599145820622354,0.06040268456375839,0.1859060402684566,0.3261744966442951,0.14697986577181227,0.07953020134228193
"(20, 30]",0.02617449664429526,0.15402684563758456,0.12793624161073824,0.12046979865771823,0.034777303233679085,0.07449664429530208,0.10463697376449059,0.10939597315436261,0.24731543624161065,0.3697986577181209,0.09966442953020152,0.0748322147651008
"(30, 40]",0.04280936454849492,0.12809364548495034,0.09406354515050168,0.08060200668896328,0.04408634843417462,0.07190635451505023,0.12435390696260294,0.03411371237458189,0.18160535117056925,0.23377926421404666,0.07859531772575261,0.1120401337792643
"(40, 50]",0.19865771812080585,0.14194630872483244,0.08263422818791946,0.10100671140939613,0.01433801098230628,0.021140939597315427,0.10585723001830383,0.03657718120805362,0.1550335570469802,0.25201342281879124,0.09295302013422822,0.058053691275167754
"(50, 60]",0.2587248322147653,0.14832214765100707,0.013422818791946308,0.14731543624161134,0.007626601586333127,0.10536912751677872,0.059792556436851794,0.06778523489932893,0.21375838926174462,0.24563758389261695,0.12013422818791966,0.06073825503355698
"(60, 70]",0.11304347826086975,0.11103678929765899,0.0008361204013377926,0.23311036789297637,0.07418668288233489,0.09163879598662236,0.05868044998479788,0.0408026755852842,0.1852842809364554,0.31939799331103697,0.12240802675585316,0.11170568561872916
"(70, 80]",0.060738255033557016,0.16610738255033597,0.05830536912751678,0.12550335570469828,0.013117754728492977,0.045302013422818706,0.11622940817571696,0.026174496644295282,0.10872483221476524,0.2802013422818793,0.09127516778523512,0.20838926174496675
"(80, 90]",0.10635451505016723,0.1483221476510071,0.06501677852348993,0.170805369127517,0.059487492373398544,0.02449664429530201,0.13331299572910343,0.030201342281879158,0.10838926174496687,0.4808724832214769,0.04899328859060395,0.14899328859060426
"(90, 100]",0.21879194630872464,0.093979933110368,0.06897993311036789,0.15752508361204032,0.043174217087260595,0.035117056856187226,0.1733049559136519,0.08193979933110367,0.015719063545150496,0.3317725752508358,0.13344481605351197,0.1073578595317726
"(100, 110]",0.1882550335570475,0.13221476510067146,0.13338926174496643,0.1057046979865773,0.026540573520439276,0.046308724832214695,0.16381940207443596,0.035570469798657654,0.06208053691275165,0.2362416107382554,0.22348993288590582,0.1050335570469801
