Time Elapsed (sec),Replicate 1 Percent Group Activity,Replicate 2 Percent Group Activity,Replicate 3 Percent Group Activity,Replicate 4 Percent Group Activity,Replicate 5 Percent Group Activity,Replicate 6 Percent Group Activity,Replicate 7 Percent Group Activity,Replicate 8 Percent Group Activity,Replicate 9 Percent Group Activity,Replicate 10 Percent Group Activity,Replicate 11 Percent Group Activity,Replicate 12 Percent Group Activity,Replicate 13 Percent Group Activity,Replicate 14 Percent Group Activity
"(720, 730]",0.6665551839464875,0.590969899665552,0.6675585284280942,0.7408026755852839,0.5919732441471566,0.7311036789297652,0.7511705685618725,0.6759197324414707,0.6721476510067116,0.7664429530201348,0.6885906040268459,0.7654362416107391,0.6382550335570469,0.5499627143922451
"(730, 740]",0.6859060402684558,0.6197986577181204,0.5724832214765108,0.7687919463087247,0.6083892617449662,0.7412751677852345,0.6426174496644289,0.713087248322146,0.6692307692307692,0.7595317725752505,0.659866220735785,0.6448160535117057,0.6612040133779263,0.5328874024526209
"(740, 750]",0.6409395973154356,0.663422818791946,0.7208053691275159,0.7332214765100666,0.5419463087248316,0.7422818791946312,0.7093959731543622,0.7677852348993285,0.6902684563758386,0.7134228187919458,0.6607382550335564,0.6208053691275158,0.5835570469798662,0.5410141685309472
"(750, 760]",0.6926421404682261,0.6672240802675582,0.6682274247491626,0.7561872909698997,0.6414715719063546,0.7575250836120392,0.7424749163879598,0.6775919732441466,0.6167785234899323,0.7255033557046975,0.6429530201342275,0.6889261744966442,0.6338926174496645,0.46942580164056635
"(760, 770]",0.7553691275167793,0.6916107382550342,0.7244966442953014,0.7241610738255024,0.5667785234899324,0.7493288590604029,0.7191275167785223,0.7137583892617453,0.6364548494983276,0.7444816053511716,0.5434782608695655,0.6752508361204007,0.6311036789297653,0.5897435897435882
"(770, 780]",0.6785953177257508,0.6816053511705681,0.623411371237458,0.6809364548494982,0.5709030100334451,0.6943143812709028,0.751170568561872,0.6795986622073575,0.6664429530201335,0.7553691275167793,0.5731543624161072,0.6033557046979867,0.5523489932885908,0.5190156599552572
"(780, 790]",0.691946308724831,0.6174496644295299,0.6010067114093954,0.6610738255033556,0.5298657718120806,0.8238255033557058,0.6942953020134225,0.6231543624161071,0.6536912751677849,0.7835570469798663,0.647651006711408,0.6392617449664423,0.5838926174496649,0.5395227442207308
"(790, 800]",0.6278523489932878,0.6093959731543619,0.6043624161073814,0.7775167785234899,0.4828859060402686,0.720469798657718,0.7362416107382563,0.645973154362415,0.5949832775919728,0.783612040133779,0.6698996655518382,0.6618729096989967,0.5541806020066882,0.5232255667038267
"(800, 810]",0.7070234113712353,0.6217391304347818,0.6598662207357852,0.689966555183946,0.5397993311036786,0.7163879598662204,0.7819397993311056,0.665886287625418,0.6436241610738249,0.7664429530201344,0.6442953020134228,0.6117449664429523,0.5855704697986583,0.46159582401193133
"(810, 820]",0.6916107382550332,0.5976510067114086,0.5983221476510063,0.7389261744966448,0.4942953020134225,0.7204697986577169,0.7278523489932873,0.7191275167785216,0.6825503355704692,0.6701342281879193,0.6419463087248314,0.6033557046979864,0.585906040268455,0.41759880686055156
"(820, 830]",0.7023489932885911,0.656040268456376,0.5859060402684562,0.7338926174496652,0.5003355704697987,0.6614093959731538,0.6845637583892614,0.675503355704696,0.6508361204013364,0.7826086956521747,0.6518394648829428,0.580936454849499,0.706020066889632,0.45633593459680394
"(830, 840]",0.6852842809364539,0.6086956521739126,0.6013377926421403,0.6889632107023406,0.5742474916387958,0.7685618729096995,0.7933110367892985,0.6541806020066884,0.6187919463087237,0.767785234899329,0.6275167785234893,0.5208053691275171,0.6342281879194634,0.43139448173005235
"(840, 850]",0.771140939597317,0.6157718120805367,0.6003355704697978,0.6570469798657709,0.537248322147651,0.6852348993288574,0.6573825503355696,0.5795302013422816,0.620066889632107,0.7394648829431437,0.5518394648829437,0.6066889632107023,0.5852842809364547,0.4057971014492751
"(850, 860]",0.7637583892617449,0.5785234899328862,0.5506711409395967,0.6828859060402682,0.398322147651007,0.6033557046979864,0.7342281879194626,0.6583892617449666,0.6134228187919456,0.7432885906040269,0.6607382550335571,0.49295302013422804,0.5644295302013413,0.3475018642803877
"(860, 870]",0.6872909698996653,0.618060200668895,0.5799331103678929,0.5806020066889627,0.44882943143812687,0.6635451505016712,0.7237458193979927,0.6264214046822729,0.6157718120805361,0.651006711409395,0.6926174496644292,0.5345637583892613,0.5620805369127513,0.3862788963460102
"(870, 880]",0.7738255033557052,0.5979865771812082,0.5221476510067109,0.7154362416107388,0.4419463087248325,0.6449664429530193,0.6963087248322135,0.5748322147650997,0.6414715719063542,0.6040133779264221,0.6240802675585274,0.4488294314381273,0.44882943143812715,0.3493125232255667
"(880, 890]",0.7593959731543635,0.44429530201342277,0.5755033557046972,0.6744966442953022,0.375838926174497,0.5983221476510057,0.7359060402684562,0.6100671140939589,0.6053691275167776,0.6859060402684567,0.6456375838926164,0.4124161073825506,0.5060402684563754,0.2501864280387776
"(890, 900]",0.7180602006688956,0.5488294314381266,0.6043478260869554,0.7193979933110369,0.5675585284280931,0.7100334448160527,0.6595317725752501,0.6304347826086942,0.566442953020134,0.6271812080536898,0.6083892617449668,0.3530201342281884,0.48087248322147713,0.3549589858314688
"(900, 910]",0.7154362416107383,0.5295302013422811,0.5426174496644309,0.6989932885906033,0.5271812080536907,0.763087248322147,0.651342281879194,0.5261744966442954,0.4397993311036789,0.6916387959866219,0.6210702341137118,0.3327759197324412,0.44581939799331155,0.20029728725380916
"(910, 920]",0.7173913043478259,0.29397993311036835,0.45351170568561927,0.6779264214046827,0.4167224080267561,0.7224080267558539,0.5822742474916393,0.6658862876254179,0.3060200668896318,0.6270903010033434,0.5942953020134222,0.43612040133779334,0.4023489932885913,0.28709917971662935
"(920, 930]",0.7201342281879198,0.3305369127516777,0.4540268456375842,0.676174496644295,0.3630872483221475,0.6208053691275159,0.45000000000000007,0.6365771812080528,0.23670033670033655,0.6501683501683491,0.5033444816053517,0.4390572390572386,0.34093959731543644,0.30984340044742725
"(930, 940]",0.655369127516778,0.3412751677852344,0.46778523489932944,0.6859060402684567,0.44899328859060395,0.5261744966442955,0.43926174496644355,0.68221476510067,0.32207357859531727,0.6414715719063532,0.5241610738255028,0.38260869565217387,0.5224080267558526,0.2356001486436274
"(940, 950]",0.6979933110367887,0.3277591973244149,0.3939799331103682,0.6822742474916383,0.4635451505016729,0.5026755852842808,0.47993311036789366,0.5745819397993309,0.39899665551839475,0.6341137123745801,0.47759197324414626,0.3357859531772577,0.6274247491638788,0.2441471571906355
"(950, 960]",0.6275167785234897,0.3640939597315437,0.4402684563758393,0.6392617449664427,0.5184563758389258,0.6261744966442938,0.5201342281879197,0.5909395973154354,0.338926174496644,0.7073825503355697,0.591275167785234,0.3355704697986572,0.5889261744966433,0.38533482977927447
"(960, 970]",0.7765100671140944,0.3587248322147645,0.3822147651006713,0.49865771812080545,0.5251677852348999,0.5802013422818787,0.5224832214765096,0.580872483221476,0.3345637583892624,0.6211409395973148,0.432214765100671,0.35167785234899346,0.5318791946308721,0.34894091415830564
"(970, 980]",0.7100334448160528,0.19498327759197398,0.4150501672240809,0.6023411371237465,0.5013377926421404,0.6110367892976573,0.5806020066889634,0.5909698996655518,0.27090301003344475,0.5531772575250833,0.6491638795986622,0.23812709030100312,0.617391304347826,0.284489187173751
"(980, 990]",0.6318791946308714,0.21912751677852363,0.3422818791946309,0.5463087248322144,0.39765100671140946,0.6194630872483226,0.6308724832214758,0.5117449664429526,0.32818791946308684,0.5865771812080529,0.6073825503355701,0.4516778523489942,0.6046979865771815,0.3901895206243034
"(990, 1000]",0.6208053691275165,0.4040268456375843,0.39194630872483327,0.5798657718120798,0.4030201342281875,0.6523489932885901,0.5922818791946309,0.5845637583892616,0.43758389261744957,0.6248322147650998,0.6479865771812077,0.35369127516778587,0.6244966442953005,0.41014168530947015
