Time Elapsed (sec),Replicate 1 Percent Group Activity,Replicate 2 Percent Group Activity,Replicate 3 Percent Group Activity,Replicate 4 Percent Group Activity,Replicate 5 Percent Group Activity,Replicate 6 Percent Group Activity,Replicate 7 Percent Group Activity,Replicate 8 Percent Group Activity,Replicate 9 Percent Group Activity,Replicate 10 Percent Group Activity,Replicate 11 Percent Group Activity,Replicate 12 Percent Group Activity,Replicate 13 Percent Group Activity,Replicate 14 Percent Group Activity
"(1000, 1010]",0.6832775919732438,0.3324414715719064,0.3301003344481606,0.5491638795986622,0.5274247491638785,0.6270903010033428,0.6006688963210696,0.5846153846153836,0.4508361204013382,0.5936454849498334,0.6157190635451503,0.5160535117056868,0.5715719063545148,0.3206986250464507
"(1010, 1020]",0.5879194630872475,0.28087248322147695,0.38322147651006705,0.6013422818791934,0.47114093959731573,0.5614093959731549,0.5473154362416106,0.4530201342281882,0.3845637583892621,0.6275167785234897,0.6281879194630865,0.41409395973154367,0.5748322147651005,0.3475018642803876
"(1020, 1030]",0.5080536912751679,0.3057046979865777,0.33389261744966453,0.5644295302013419,0.4006711409395977,0.6161073825503356,0.5818791946308726,0.5325503355704697,0.49932885906040336,0.6546979865771801,0.5583892617449655,0.5003355704697986,0.6614093959731534,0.31841909023117143
"(1030, 1040]",0.5826086956521729,0.2882943143812707,0.39565217391304436,0.45752508361204025,0.3829431438127095,0.6003344481605339,0.5464882943143813,0.6474916387959854,0.4377926421404684,0.6702341137123744,0.6234113712374568,0.4869565217391301,0.5254180602006694,0.23671497584541046
"(1040, 1050]",0.6043624161073814,0.33053691275167774,0.3798657718120808,0.4459731543624166,0.46543624161073804,0.6211409395973156,0.6181208053691271,0.6295302013422821,0.4137583892617453,0.6295302013422817,0.6563758389261737,0.4617449664429526,0.6167785234899326,0.4045488441461593
"(1050, 1060]",0.5768456375838922,0.22818791946308734,0.3463087248322149,0.3822147651006711,0.469463087248322,0.5768456375838931,0.5872483221476508,0.6026845637583883,0.45384615384615457,0.5103678929765886,0.6151006711409382,0.48355704697986546,0.6842281879194627,0.36428038777032096
"(1060, 1070]",0.5374581939799323,0.28361204013377933,0.46822742474916407,0.5224080267558529,0.4665551839464883,0.5816053511705678,0.4588628762541805,0.4755852842809374,0.40503355704697996,0.5724832214765102,0.5792642140468218,0.4926421404682269,0.5401337792642137,0.33816425120773
"(1070, 1080]",0.6560402684563746,0.368791946308725,0.41744966442953024,0.33724832214765155,0.3748322147651014,0.5966442953020131,0.4996644295302012,0.4395973154362422,0.441610738255034,0.5932885906040265,0.5946308724832208,0.32147651006711325,0.6238255033557046,0.4198359433258757
"(1080, 1090]",0.6036789297658858,0.2943143812709026,0.46120401337792655,0.32909698996655573,0.39464882943143786,0.6016722408026757,0.4518394648829429,0.45652173913043514,0.4026755852842816,0.5046822742474911,0.595652173913043,0.4150501672240799,0.5598662207357863,0.36863619472315184
"(1090, 1100]",0.6204697986577176,0.36208053691275177,0.5090604026845639,0.3557046979865774,0.43288590604026883,0.5033557046979859,0.5651006711409391,0.49127516778523445,0.38389261744966435,0.5164429530201329,0.6275167785234894,0.39597315436241615,0.6318791946308714,0.3982102908277407
"(1100, 1110]",0.5489932885906035,0.3043624161073826,0.3879194630872491,0.44999999999999996,0.48624161073825506,0.6442953020134221,0.5694630872483221,0.5741610738255026,0.3550335570469799,0.5939597315436232,0.6134228187919465,0.47348993288590524,0.6382550335570479,0.33967188665175374
"(1110, 1120]",0.5979933110367892,0.30869565217391326,0.34113712374582,0.42274247491638894,0.4401337792642151,0.5839464882943141,0.4244147157190637,0.5247491638795982,0.35183946488294326,0.6073578595317725,0.5578595317725756,0.4438127090301003,0.6254180602006693,0.4500185804533633
"(1120, 1130]",0.522818791946308,0.3275167785234895,0.3798657718120805,0.5838926174496638,0.36979865771812065,0.5442953020134221,0.5476510067114093,0.49395973154362477,0.3697986577181219,0.6496644295302003,0.5590604026845629,0.37818791946308716,0.5620805369127505,0.3184190902311708
"(1130, 1140]",0.5664429530201351,0.21040268456375907,0.4567114093959725,0.5369127516778526,0.4426174496644306,0.6161073825503347,0.5802013422818794,0.5218120805369131,0.44530201342281933,0.7285234899328848,0.6654362416107383,0.4127516778523494,0.609395973154361,0.3486204325130496
"(1140, 1150]",0.5892976588628751,0.16655518394648877,0.426755852842809,0.4043478260869568,0.5110367892976586,0.58829431438127,0.6193979933110364,0.3702341137123749,0.425083612040134,0.6518394648829413,0.5180602006688966,0.5688963210702332,0.5618729096989966,0.4314381270903006
"(1150, 1160]",0.6070469798657713,0.21879194630872503,0.42013422818791984,0.48657718120805443,0.3953020134228192,0.641275167785234,0.6630872483221473,0.3429530201342281,0.47416107382550365,0.6161073825503358,0.41946308724832254,0.4583892617449671,0.5104026845637584,0.37061894108873994
"(1160, 1170]",0.5030201342281884,0.27953020134228196,0.42852348993288625,0.44395973154362456,0.43758389261744957,0.5234899328859056,0.6036912751677839,0.4110738255033563,0.4697986577181214,0.5808724832214764,0.5147651006711409,0.4429530201342284,0.6030201342281867,0.3150633855331839
"(1170, 1180]",0.3334448160535119,0.3153846153846157,0.416053511705686,0.49163879598662275,0.5110367892976596,0.5287625418060203,0.5508361204013376,0.41973244147157185,0.3264214046822747,0.48060200668896347,0.6541806020066878,0.49331103678929744,0.572240802675585,0.3890746934225191
"(1180, 1190]",0.5677852348993279,0.29060402684563735,0.42483221476510097,0.40973154362416137,0.48389261744966494,0.5248322147651006,0.45671140939597316,0.403020134228188,0.3365771812080539,0.5315436241610744,0.525167785234899,0.4496644295302015,0.5607382550335567,0.3668903803131984
