Time Elapsed (sec),Replicate 1 Percent Group Activity,Replicate 2 Percent Group Activity,Replicate 3 Percent Group Activity,Replicate 4 Percent Group Activity,Replicate 5 Percent Group Activity,Replicate 6 Percent Group Activity,Replicate 7 Percent Group Activity,Replicate 8 Percent Group Activity,Replicate 9 Percent Group Activity,Replicate 10 Percent Group Activity,Replicate 11 Percent Group Activity,Replicate 12 Percent Group Activity,Replicate 13 Percent Group Activity,Replicate 14 Percent Group Activity,Replicate 15 Percent Group Activity
"(650, 660]",0.6667785234899325,0.7499999999999997,0.657718120805368,0.7291946308724822,0.6694630872483228,0.7597315436241616,0.7005965697240842,0.7412378821774767,0.6371237458193979,0.6170568561872904,0.6692307692307686,0.7083612040133777,0.7160535117056851,0.6109253065774799,0.6852842809364543
"(660, 670]",0.5367892976588627,0.7210702341137122,0.7247491638795979,0.6655518394648826,0.6451505016722406,0.8424749163879613,0.7643998513563703,0.7465626161278301,0.5865771812080538,0.6298657718120799,0.7263698630136989,0.6849315068493144,0.6674496644295294,0.6353467561521238,0.6419463087248312
"(670, 680]",0.7342281879194626,0.8228187919463098,0.7134228187919469,0.6697986577181214,0.7486577181208066,0.7822147651006706,0.6875466070096917,0.7356450410141657,0.6277591973244139,0.6614093959731542,0.6549488054607503,0.5928327645051193,0.6496644295302023,0.5462341536167031,0.6469798657718101
"(680, 690]",0.6234899328859052,0.768120805369128,0.5889261744966435,0.7859060402684572,0.7647651006711409,0.7265100671140932,0.6782252050708404,0.7897091722595052,0.675167785234901,0.6541806020066875,0.7367892976588627,0.5752508361204007,0.709698996655518,0.5670754366406541,0.7167224080267556
"(690, 700]",0.6365771812080535,0.7322147651006711,0.6648829431438135,0.7451505016722403,0.7939799331103687,0.7899665551839482,0.6451133407655132,0.7900408769973947,0.6389261744966442,0.6265100671140926,0.642953020134228,0.719798657718121,0.7593959731543626,0.5145413870246069,0.6885906040268442
"(700, 710]",0.6301003344481596,0.7832775919732438,0.624496644295302,0.7463087248322146,0.7758389261744971,0.7986577181208067,0.579418344519016,0.7882177479492878,0.6234113712374569,0.6705685618729101,0.631103678929765,0.6712374581939796,0.7133779264214041,0.5808249721293195,0.7314381270903013
"(710, 720]",0.5620805369127518,0.8365771812080559,0.6416107382550336,0.6456375838926172,0.809395973154364,0.729530201342282,0.6334824757643525,0.747949291573449,0.5355704697986582,0.718120805369127,0.7110738255033553,0.6936241610738261,0.7204697986577178,0.5741983594332576,0.6865771812080536
"(720, 730]",0.6622073578595314,0.7782608695652177,0.6374581939799323,0.6903010033444823,0.7040133779264207,0.8127090301003361,0.6807878112225917,0.7328130806391646,0.6526845637583891,0.6147651006711395,0.716442953020134,0.6093959731543624,0.5942953020134232,0.5577926920208797,0.6697986577181204
"(730, 740]",0.5872483221476507,0.7325503355704699,0.582885906040268,0.6536912751677842,0.7758389261744971,0.7835570469798665,0.6864280387770295,0.7278150633855299,0.6361204013377922,0.6568561872909687,0.6779264214046816,0.6451505016722411,0.7173913043478254,0.5566703827573378,0.6682274247491631
"(740, 750]",0.5573825503355705,0.7476510067114087,0.5070469798657717,0.6761744966442943,0.6855704697986582,0.7973154362416115,0.6066368381804614,0.7158836689038002,0.6328859060402678,0.6422818791946292,0.630201342281879,0.6167785234899327,0.665771812080537,0.6081282624906782,0.7211409395973158
