Time Elapsed (sec),Replicate 1 Percent Group Activity,Replicate 2 Percent Group Activity,Replicate 3 Percent Group Activity,Replicate 4 Percent Group Activity,Replicate 5 Percent Group Activity,Replicate 6 Percent Group Activity,Replicate 7 Percent Group Activity,Replicate 8 Percent Group Activity,Replicate 9 Percent Group Activity,Replicate 10 Percent Group Activity,Replicate 11 Percent Group Activity,Replicate 12 Percent Group Activity,Replicate 13 Percent Group Activity,Replicate 14 Percent Group Activity,Replicate 15 Percent Group Activity
"(690, 700]",0.8335570469798663,0.6183946488294305,0.716722408026755,0.7789297658862879,0.7802675585284291,0.6981605351170569,0.727424749163879,0.8224080267558548,0.6359060402684551,0.6570469798657727,0.6942953020134219,0.635234899328859,0.6973154362416109,0.6263982102908269,0.7904548844146132
"(700, 710]",0.8180602006688978,0.7345637583892602,0.6899328859060405,0.8489932885906054,0.7204697986577175,0.7420302013422819,0.7744966442953023,0.8167785234899344,0.6886287625418056,0.7110367892976586,0.6622073578595308,0.6789297658862877,0.7709030100334453,0.5655890003716081,0.8026755852842782
"(710, 720]",0.7761744966442968,0.6748322147651009,0.7335570469798652,0.8305369127516787,0.7956375838926198,0.7231543624161074,0.7016778523489936,0.833892617449666,0.7258389261744959,0.697986577181208,0.5986577181208047,0.7540268456375834,0.6718120805369108,0.6901565995525709,0.8023862788963425
"(720, 730]",0.8341137123745834,0.5969899665551839,0.7294314381270899,0.8100334448160543,0.8160535117056865,0.7081939799331104,0.6836120401337783,0.8337792642140477,0.7808724832214772,0.6949664429530186,0.6711409395973154,0.6953020134228182,0.6996644295302002,0.5357941834451889,0.7494407158836663
"(730, 740]",0.7261744966442951,0.6520134228187904,0.645973154362415,0.7953020134228194,0.7580536912751688,0.6719798657718121,0.6818791946308721,0.7644295302013433,0.7177257525083618,0.6949832775919739,0.5916387959866211,0.6976588628762528,0.6377926421404685,0.6324786324786306,0.7558528428093613
"(740, 750]",0.7714765100671154,0.5845637583892609,0.7503355704697993,0.8023489932885917,0.7889261744966442,0.700503355704698,0.7741610738255031,0.7429530201342259,0.702684563758388,0.6983221476510071,0.6795302013422817,0.6375838926174501,0.7013422818791946,0.5838926174496645,0.8296047725577903
"(750, 760]",0.8110367892976609,0.6093645484949828,0.7602006688963211,0.8270903010033469,0.7605351170568567,0.6810200668896321,0.7464882943143818,0.7648829431438137,0.7093959731543622,0.726845637583892,0.5765100671140938,0.6312080536912744,0.7204697986577177,0.5372856077554071,0.7848620432513025
"(760, 770]",0.8167785234899336,0.6526845637583882,0.735906040268456,0.812080536912752,0.7708053691275177,0.6405201342281879,0.7439597315436228,0.6855704697986572,0.6648829431438122,0.7270903010033434,0.7076923076923082,0.6434782608695649,0.7187290969899678,0.5711631363805261,0.781493868450387
"(770, 780]",0.7792642140468249,0.6822742474916387,0.6919732441471574,0.7826086956521747,0.815050167224081,0.7169732441471572,0.6933110367892963,0.679933110367893,0.746644295302013,0.6090604026845622,0.7416107382550342,0.6892617449664424,0.7197986577181206,0.37807606263982163,0.6685309470544352
"(780, 790]",0.7335570469798656,0.7204697986577174,0.6788590604026841,0.7942953020134224,0.74765100671141,0.677013422818792,0.7023489932885905,0.7382550335570479,0.7194630872483218,0.6110738255033559,0.6493288590604024,0.6546979865771811,0.7328859060402692,0.48210290827740526,0.7725577926920175
"(790, 800]",0.7838926174496651,0.6802013422818788,0.712080536912751,0.7298657718120801,0.672818791946308,0.738255033557047,0.7630872483221474,0.6862416107382558,0.7381270903010029,0.6454849498327755,0.6749163879598645,0.6284280936454848,0.6227424749163886,0.590858416945372,0.6837606837606817
"(800, 810]",0.7772575250836133,0.6618729096989957,0.6779264214046825,0.8404682274247512,0.7364548494983286,0.7232441471571907,0.7204013377926419,0.7936454849498337,0.6902684563758379,0.5006711409395969,0.5083892617449667,0.6694630872483213,0.6406040268456369,0.6073825503355684,0.7229679343773279
"(810, 820]",0.7832214765100668,0.6241610738255037,0.7201342281879201,0.7963087248322153,0.7033557046979854,0.6996644295302014,0.6862416107382538,0.7392617449664441,0.6322147651006699,0.7020134228187901,0.6436241610738251,0.6161073825503346,0.5909395973154347,0.652870991797164,0.6703952274422045
"(820, 830]",0.7409395973154355,0.5251677852348989,0.706711409395972,0.8859060402684573,0.7365771812080536,0.7541946308724832,0.7204697986577175,0.7063758389261753,0.7177257525083619,0.6003344481605345,0.6832775919732436,0.5765886287625417,0.6561872909698995,0.5745076179858788,0.7491638795986589
"(830, 840]",0.7872909698996658,0.6729096989966552,0.7016722408026754,0.8632107023411382,0.7688963210702331,0.6375418060200669,0.7284280936454866,0.7618729096989975,0.6973154362416101,0.6228187919463075,0.5926174496644289,0.5963087248322153,0.6530201342281883,0.5350484712900824,0.740865026099922
"(840, 850]",0.8104026845637592,0.6181208053691267,0.7063758389261731,0.8439597315436254,0.786241610738255,0.7109899328859061,0.6382550335570472,0.78791946308725,0.6508361204013371,0.677591973244147,0.5585284280936448,0.6882943143812691,0.696321070234113,0.5863991081382386,0.7447045707915252
"(850, 860]",0.758724832214766,0.6322147651006709,0.7654362416107375,0.8258389261744988,0.7171140939597321,0.7613255033557047,0.720805369127517,0.7738255033557038,0.6765100671140936,0.6593959731543609,0.6275167785234896,0.5204697986577184,0.6647651006711413,0.5868754660700956,0.7975391498881409
"(860, 870]",0.755183946488295,0.5913043478260869,0.6872909698996666,0.8207357859531791,0.7301003344481608,0.657190635451505,0.635451505016721,0.7327759197324415,0.6234899328859055,0.5718120805369118,0.626510067114094,0.5889261744966439,0.5523489932885894,0.620432513049962,0.6748695003728549
