time,group,activity
baseline,yw.shi32B,0.06655518394648828
baseline,yw.shi32B,0.06120401337792643
baseline,yw.shi32B,0.11739130434782635
baseline,yw.shi32B,0.0
baseline,yw.shi32B,0.08461538461538462
baseline,yw.shi32B,0.056187290969899537
baseline,yw.shi32B,0.107023411371238
baseline,yw.shi32B,0.00836120401337793
baseline,yw.shi32B,0.03612040133779261
baseline,yw.shi32B,0.08428093645484974
baseline,yw.shi32B,0.044694435998783866
baseline,yw.shi32B,0.03444816053511707
baseline,yw.shi32B,0.006688963210702345
baseline,yw.shi32B,0.018546670720583757
baseline,yw.shi32B,0.02474916387959864
baseline,yw.shi32B,0.1953177257525093
ethanol,yw.shi32B,0.6275167785234889
ethanol,yw.shi32B,0.7184563758389254
ethanol,yw.shi32B,0.522818791946309
ethanol,yw.shi32B,0.6040268456375831
ethanol,yw.shi32B,0.7302013422818796
ethanol,yw.shi32B,0.7802013422818799
ethanol,yw.shi32B,0.8020134228187941
ethanol,yw.shi32B,0.7553691275167782
ethanol,yw.shi32B,0.6838926174496642
ethanol,yw.shi32B,0.7308724832214757
ethanol,yw.shi32B,0.6818181818181792
ethanol,yw.shi32B,0.7280821917808221
ethanol,yw.shi32B,0.7230769230769233
ethanol,yw.shi32B,0.6205533596837929
ethanol,yw.shi32B,0.7337792642140476
ethanol,yw.shi32B,0.8000000000000008
recovery,yw.shi32B,0.7476510067114089
recovery,yw.shi32B,0.5939597315436229
recovery,yw.shi32B,0.7483221476510075
recovery,yw.shi32B,0.5986577181208054
recovery,yw.shi32B,0.6929530201342283
recovery,yw.shi32B,0.6020134228187914
recovery,yw.shi32B,0.6862416107382546
recovery,yw.shi32B,0.6426174496644288
recovery,yw.shi32B,0.5510067114093957
recovery,yw.shi32B,0.5667785234899335
recovery,yw.shi32B,0.6778523489932867
recovery,yw.shi32B,0.6520134228187899
recovery,yw.shi32B,0.5161073825503355
recovery,yw.shi32B,0.5750457596095176
recovery,yw.shi32B,0.6545150501672241
recovery,yw.shi32B,0.6438127090301005
baseline,shi.32B,0.034113712374581905
baseline,shi.32B,0.034448160535117005
baseline,shi.32B,0.05484949832775909
baseline,shi.32B,0.047826086956521685
baseline,shi.32B,0.004013377926421404
baseline,shi.32B,0.19531772575250844
baseline,shi.32B,0.08260869565217419
baseline,shi.32B,0.012709030100334456
baseline,shi.32B,0.0826086956521741
baseline,shi.32B,0.09331103678929782
baseline,shi.32B,0.12207357859531807
baseline,shi.32B,0.14247491638795992
baseline,shi.32B,0.037792642140468166
baseline,shi.32B,0.16254180602006754
baseline,shi.32B,0.2484949832775921
baseline,shi.32B,0.0949832775919734
ethanol,shi.32B,0.6922818791946306
ethanol,shi.32B,0.7681208053691281
ethanol,shi.32B,0.6969798657718129
ethanol,shi.32B,0.7687919463087254
ethanol,shi.32B,0.7845637583892625
ethanol,shi.32B,0.7610738255033555
ethanol,shi.32B,0.7046979865771807
ethanol,shi.32B,0.7187919463087257
ethanol,shi.32B,0.7426174496644291
ethanol,shi.32B,0.711744966442953
ethanol,shi.32B,0.7637583892617449
ethanol,shi.32B,0.6708904109589034
ethanol,shi.32B,0.6488294314381258
ethanol,shi.32B,0.7424749163879597
ethanol,shi.32B,0.7387959866220745
ethanol,shi.32B,0.7933110367892979
recovery,shi.32B,0.6124161073825491
recovery,shi.32B,0.6332214765100665
recovery,shi.32B,0.5697986577181209
recovery,shi.32B,0.7234899328859076
recovery,shi.32B,0.5204697986577184
recovery,shi.32B,0.5295302013422827
recovery,shi.32B,0.5362416107382557
recovery,shi.32B,0.5798657718120799
recovery,shi.32B,0.562080536912751
recovery,shi.32B,0.5825503355704689
recovery,shi.32B,0.7312080536912757
recovery,shi.32B,0.5771812080536908
recovery,shi.32B,0.56241610738255
recovery,shi.32B,0.6906040268456372
recovery,shi.32B,0.7073825503355704
recovery,shi.32B,0.6093645484949833
baseline,yw.32B,0.10590858416945348
baseline,yw.32B,0.22608695652173896
baseline,yw.32B,0.07926421404682285
baseline,yw.32B,0.010033444816053515
baseline,yw.32B,0.042809364548494905
baseline,yw.32B,0.0645484949832776
baseline,yw.32B,0.030769230769230736
baseline,yw.32B,0.0695652173913043
baseline,yw.32B,0.034448160535117026
baseline,yw.32B,0.07320698625046435
baseline,yw.32B,0.15451505016722428
baseline,yw.32B,0.09264214046822757
baseline,yw.32B,0.007357859531772577
baseline,yw.32B,0.07859531772575261
baseline,yw.32B,0.02876254180602005
baseline,yw.32B,0.10602006688963267
ethanol,yw.32B,0.8516032811334808
ethanol,yw.32B,0.6838926174496629
ethanol,yw.32B,0.7869127516778532
ethanol,yw.32B,0.7942953020134249
ethanol,yw.32B,0.7244966442953023
ethanol,yw.32B,0.7379194630872484
ethanol,yw.32B,0.700671140939598
ethanol,yw.32B,0.7845637583892631
ethanol,yw.32B,0.7651006711409395
ethanol,yw.32B,0.8173005219985058
